OrderID,OrderDate,Country,Product,QuantityOrdered,Price
1556737,2020-05-27,Canada,pen,15,1.25
1556067,2020-05-27,Haiti,notebook,13,4.99
1556113,2020-05-27,Haiti,AA batteries (4-pack),3,3.99
1556809,2020-05-28,Saint Martin (French part),pen,14,1.25
1556720,2020-05-28,Saint Lucia,AA batteries (4-pack),3,3.99
1556109,2020-05-28,"Palestine, State of",wireless mouse,4,25.99
1555960,2020-05-28,Costa Rica,AA batteries (4-pack),9,3.99
1556037,2020-05-28,French Guiana,pencil,6,0.99
1556157,2020-05-28,Netherlands,pen,5,1.25
1556727,2020-05-28,South Sudan,wireless mouse,2,25.99
1556217,2020-05-28,Greenland,laptop,8,900.0
1556786,2020-05-28,Luxembourg,laptop,15,900.0
1556645,2020-05-28,China,eraser,7,0.49
1556697,2020-05-28,Algeria,wireless mouse,14,25.99
1556371,2020-05-28,Côte d'Ivoire,mouse pad,13,5.99
1556262,2020-05-28,Eritrea,mouse pad,9,5.99
1556813,2020-05-28,"Palestine, State of",mouse pad,12,5.99
1555905,2020-05-28,Rwanda,wireless mouse,4,25.99
1556696,2020-05-28,Chile,pencil,15,0.99
1556686,2020-05-28,"Bonaire, Sint Eustatius and Saba",ruler,11,3.99
1556267,2020-05-28,"Korea, Democratic People's Republic of",laptop,6,900.0
1556406,2020-05-28,Lao People's Democratic Republic,charging cable,13,11.95
1555910,2020-05-28,Turks and Caicos Islands,wireless mouse,10,25.99
1556397,2020-05-28,Monaco,wireless mouse,7,25.99
1556272,2020-05-28,Mauritius,wireless mouse,11,25.99
1556827,2020-05-28,Curaçao,laptop,14,900.0
1556522,2020-05-28,Samoa,notebook,2,4.99
1556616,2020-05-28,Honduras,laptop,13,900.0
1556057,2020-05-28,Solomon Islands,notebook,8,4.99
1555916,2020-05-28,Uganda,laptop,7,900.0
1556863,2020-05-28,Turks and Caicos Islands,notebook,6,4.99
1556878,2020-05-28,Bermuda,ruler,1,3.99
1556285,2020-05-28,Liechtenstein,charging cable,14,11.95
1556117,2020-05-28,Latvia,headphones,8,99.99
1556741,2020-05-28,Hungary,wireless mouse,13,25.99
1556082,2020-05-28,Germany,notebook,7,4.99
1556647,2020-05-28,Uganda,wireless mouse,7,25.99
1556294,2020-05-28,Indonesia,notebook,1,4.99
1556740,2020-05-28,Dominican Republic,laptop,9,900.0
1556745,2020-05-28,Liberia,laptop,8,900.0
1556554,2020-05-28,Egypt,mouse pad,11,5.99
1556881,2020-05-28,Georgia,ruler,8,3.99
1556288,2020-05-28,Denmark,AA batteries (4-pack),10,3.99
1555876,2020-05-28,Liechtenstein,laptop,1,900.0
1556669,2020-05-28,Turks and Caicos Islands,headphones,9,99.99
1556251,2020-05-28,Peru,laptop,9,900.0
1556077,2020-05-28,Chad,headphones,15,99.99
1556071,2020-05-29,Saint Lucia,pencil,13,0.99
1556667,2020-05-29,New Zealand,wireless mouse,2,25.99
1556748,2020-05-29,Thailand,laptop,9,900.0
1556166,2020-05-29,South Africa,headphones,6,99.99
1556046,2020-05-29,Madagascar,mouse pad,6,5.99
1556662,2020-05-29,Bouvet Island,wireless mouse,12,25.99
1556513,2020-05-29,Peru,mouse pad,1,5.99
1556609,2020-05-29,Peru,laptop,10,900.0
1556202,2020-05-29,Mali,AA batteries (4-pack),2,3.99
1556417,2020-05-29,French Polynesia,wireless mouse,7,25.99
1555881,2020-05-29,Fiji,mouse pad,4,5.99
1556443,2020-05-29,Mauritius,pen,14,1.25
1556673,2020-05-29,Philippines,charging cable,13,11.95
1556612,2020-05-29,Equatorial Guinea,wireless mouse,3,25.99
1556779,2020-05-29,Azerbaijan,charging cable,8,11.95
1556670,2020-05-29,Egypt,pencil,11,0.99
1556644,2020-05-29,Austria,pen,10,1.25
1556134,2020-05-29,Saudi Arabia,wireless mouse,11,25.99
1555984,2020-05-29,Denmark,ruler,14,3.99
1556147,2020-05-29,Russian Federation,wireless mouse,5,25.99
1555979,2020-05-29,Iceland,pencil,7,0.99
1556838,2020-05-29,Yemen,pen,3,1.25
1556233,2020-05-29,Uzbekistan,headphones,3,99.99
1556088,2020-05-29,Antigua and Barbuda,headphones,7,99.99
1556536,2020-05-29,Belgium,mouse pad,3,5.99
1556580,2020-05-29,Mongolia,wireless mouse,6,25.99
1555970,2020-05-29,French Polynesia,eraser,9,0.49
1556225,2020-05-29,French Polynesia,charging cable,4,11.95
1556177,2020-05-29,San Marino,mouse pad,5,5.99
1556866,2020-05-29,British Indian Ocean Territory,pencil,3,0.99
1556230,2020-05-29,China,mouse pad,11,5.99
1556216,2020-05-29,Hong Kong,laptop,14,900.0
1556832,2020-05-29,Central African Republic,charging cable,7,11.95
1556600,2020-05-30,Hungary,eraser,5,0.49
1556692,2020-05-30,Brunei Darussalam,notebook,12,4.99
1556086,2020-05-30,Congo,pencil,9,0.99
1556547,2020-05-30,Liechtenstein,charging cable,11,11.95
1556894,2020-05-30,Burundi,AA batteries (4-pack),1,3.99
1556858,2020-05-30,Brunei Darussalam,pen,6,1.25
1556260,2020-05-30,Monaco,charging cable,11,11.95
1556428,2020-05-30,Eritrea,laptop,8,900.0
1556572,2020-05-30,Oman,mouse pad,3,5.99
1555893,2020-05-30,French Southern Territories,charging cable,10,11.95
1556185,2020-05-30,Sweden,charging cable,11,11.95
1556548,2020-05-30,Wallis and Futuna,pencil,9,0.99
1555949,2020-05-30,French Guiana,pen,11,1.25
1556075,2020-05-30,South Sudan,ruler,15,3.99
1556783,2020-05-30,Liechtenstein,ruler,10,3.99
1556132,2020-05-30,Turkmenistan,laptop,13,900.0
1556051,2020-05-30,Malawi,wireless mouse,9,25.99
1555986,2020-05-30,Hong Kong,pencil,5,0.99
1556691,2020-05-30,Belarus,laptop,13,900.0
1556460,2020-05-30,Mongolia,wireless mouse,5,25.99
1555975,2020-05-30,Jersey,wireless mouse,15,25.99
1556282,2020-05-30,Egypt,mouse pad,15,5.99
1555962,2020-05-30,"Bolivia, Plurinational State of",charging cable,12,11.95
1556055,2020-05-30,Uganda,notebook,3,4.99
1556324,2020-05-30,Bhutan,charging cable,13,11.95
1555958,2020-05-30,Mali,mouse pad,13,5.99
1555990,2020-05-30,Bhutan,eraser,3,0.49
1556756,2020-05-30,Slovenia,wireless mouse,7,25.99
1556480,2020-05-30,China,headphones,10,99.99
1556823,2020-05-30,Montserrat,mouse pad,8,5.99
1556099,2020-05-30,Israel,charging cable,15,11.95
1556837,2020-05-30,Sri Lanka,charging cable,15,11.95
1556017,2020-05-30,Cyprus,laptop,4,900.0
1556687,2020-05-30,Uganda,wireless mouse,10,25.99
1556830,2020-05-30,Martinique,wireless mouse,1,25.99
1556479,2020-05-30,Mauritania,mouse pad,12,5.99
1556652,2020-05-31,Bahrain,eraser,7,0.49
1556005,2020-05-31,Vanuatu,wireless mouse,2,25.99
1556018,2020-05-31,Guinea,wireless mouse,11,25.99
1556013,2020-05-31,Saudi Arabia,charging cable,14,11.95
1556416,2020-05-31,Turkey,mouse pad,6,5.99
1556896,2020-05-31,Antigua and Barbuda,notebook,11,4.99
1556545,2020-05-31,North Macedonia,notebook,15,4.99
1556248,2020-05-31,Senegal,wireless mouse,15,25.99
1556556,2020-05-31,Monaco,headphones,14,99.99
1555992,2020-05-31,Oman,wireless mouse,14,25.99
1556746,2020-05-31,Suriname,pencil,2,0.99
1556331,2020-05-31,Paraguay,pencil,4,0.99
1556337,2020-05-31,Yemen,headphones,13,99.99
1556658,2020-05-31,Morocco,headphones,8,99.99
1555918,2020-05-31,"Virgin Islands, U.S.",wireless mouse,9,25.99
1556646,2020-05-31,Ecuador,pencil,1,0.99
1556606,2020-05-31,Guernsey,laptop,1,900.0
1556091,2020-05-31,Norfolk Island,AA batteries (4-pack),1,3.99
1556089,2020-05-31,Mongolia,charging cable,11,11.95
1556438,2020-05-31,"Taiwan, Province of China",pencil,9,0.99
1556179,2020-05-31,Antarctica,pencil,1,0.99
1555948,2020-05-31,Cocos (Keeling) Islands,laptop,10,900.0
1556273,2020-05-31,Somalia,notebook,6,4.99
1556619,2020-05-31,North Macedonia,pencil,9,0.99
1556354,2020-05-31,Russian Federation,eraser,15,0.49
1556164,2020-05-31,Puerto Rico,mouse pad,5,5.99
1556814,2020-05-31,Gabon,wireless mouse,9,25.99
1556628,2020-05-31,Gabon,mouse pad,6,5.99
1556629,2020-05-31,Rwanda,charging cable,14,11.95
1556073,2020-05-31,Norway,wireless mouse,4,25.99
1556155,2020-05-31,Holy See (Vatican City State),pencil,6,0.99
1556797,2020-05-31,Viet Nam,mouse pad,3,5.99
1556872,2020-05-31,Montserrat,pencil,3,0.99
1556571,2020-05-31,Congo,pen,6,1.25
1556056,2020-05-31,Libya,mouse pad,13,5.99
1556365,2020-05-31,Monaco,mouse pad,7,5.99
1553117,2020-02-01,Peru,pencil,10,0.99
1553036,2020-02-01,Iraq,laptop,15,900.0
1552562,2020-02-01,Isle of Man,pencil,1,0.99
1552575,2020-02-01,Hong Kong,laptop,14,900.0
1552576,2020-02-01,Sweden,charging cable,14,11.95
1552231,2020-02-01,Russian Federation,notebook,13,4.99
1552600,2020-02-01,Puerto Rico,wireless mouse,6,25.99
1552605,2020-02-01,Åland Islands,mouse pad,13,5.99
1553037,2020-02-01,Mauritius,notebook,10,4.99
1553011,2020-02-01,Greece,mouse pad,14,5.99
1552982,2020-02-01,Belgium,wireless mouse,3,25.99
1552668,2020-02-01,Macao,laptop,8,900.0
1552687,2020-02-01,Saint Vincent and the Grenadines,wireless mouse,10,25.99
1552153,2020-02-01,Cyprus,wireless mouse,7,25.99
1552139,2020-02-01,Vanuatu,wireless mouse,8,25.99
1551909,2020-02-01,Wallis and Futuna,wireless mouse,10,25.99
1552136,2020-02-01,Armenia,headphones,10,99.99
1552201,2020-02-01,Oman,eraser,10,0.49
1552253,2020-02-01,Heard Island and McDonald Islands,headphones,14,99.99
1552528,2020-02-01,"Palestine, State of",notebook,2,4.99
1552258,2020-02-01,Kyrgyzstan,laptop,2,900.0
1551986,2020-02-01,Israel,eraser,9,0.49
1553125,2020-02-01,"Congo, The Democratic Republic of the",mouse pad,8,5.99
1553104,2020-02-01,Central African Republic,wireless mouse,7,25.99
1552409,2020-02-01,Lesotho,ruler,14,3.99
1551997,2020-02-01,Curaçao,wireless mouse,1,25.99
1552443,2020-02-01,Iceland,charging cable,14,11.95
1553083,2020-02-01,Djibouti,wireless mouse,1,25.99
1551969,2020-02-01,Central African Republic,mouse pad,1,5.99
1552446,2020-02-01,Georgia,wireless mouse,9,25.99
1552301,2020-02-01,Burkina Faso,ruler,15,3.99
1553067,2020-02-01,Wallis and Futuna,mouse pad,13,5.99
1551964,2020-02-01,Svalbard and Jan Mayen,wireless mouse,11,25.99
1552493,2020-02-01,Jersey,headphones,3,99.99
1551962,2020-02-01,Turkey,mouse pad,3,5.99
1553052,2020-02-01,Haiti,pen,2,1.25
1553266,2020-02-01,Haiti,pencil,9,0.99
1553044,2020-02-01,Niue,pen,11,1.25
1552127,2020-02-01,Bangladesh,AA batteries (4-pack),13,3.99
1553295,2020-02-01,Bahrain,eraser,1,0.49
1552182,2020-02-01,Turks and Caicos Islands,laptop,12,900.0
1552827,2020-02-01,Guam,mouse pad,6,5.99
1552881,2020-02-01,Thailand,headphones,6,99.99
1552763,2020-02-01,North Macedonia,headphones,11,99.99
1552877,2020-02-01,Eritrea,mouse pad,4,5.99
1552915,2020-02-01,Angola,wireless mouse,7,25.99
1552830,2020-02-01,Guam,AA batteries (4-pack),2,3.99
1552097,2020-02-01,Czechia,laptop,8,900.0
1552789,2020-02-01,Kenya,wireless mouse,4,25.99
1552895,2020-02-01,Angola,laptop,15,900.0
1553228,2020-02-01,Congo,ruler,1,3.99
1552799,2020-02-01,Togo,laptop,4,900.0
1551880,2020-02-01,Andorra,charging cable,4,11.95
1552276,2020-02-02,Samoa,mouse pad,6,5.99
1552506,2020-02-02,Sierra Leone,wireless mouse,7,25.99
1552250,2020-02-02,Cameroon,headphones,6,99.99
1552829,2020-02-02,Northern Mariana Islands,mouse pad,10,5.99
1552502,2020-02-02,"Palestine, State of",mouse pad,9,5.99
1552252,2020-02-02,Iraq,charging cable,12,11.95
1553149,2020-02-02,Hungary,wireless mouse,1,25.99
1552535,2020-02-02,Bhutan,laptop,1,900.0
1552517,2020-02-02,Mali,charging cable,5,11.95
1552278,2020-02-02,Yemen,notebook,8,4.99
1552899,2020-02-02,Australia,notebook,10,4.99
1552844,2020-02-02,Réunion,headphones,6,99.99
1551984,2020-02-02,Kenya,notebook,7,4.99
1552379,2020-02-02,Ireland,notebook,4,4.99
1553221,2020-02-02,Bouvet Island,headphones,12,99.99
1552423,2020-02-02,Nigeria,AA batteries (4-pack),14,3.99
1552317,2020-02-02,Malta,laptop,1,900.0
1552889,2020-02-02,Estonia,pencil,8,0.99
1552905,2020-02-02,Slovakia,pencil,7,0.99
1552303,2020-02-02,Norfolk Island,pencil,15,0.99
1552891,2020-02-02,Thailand,charging cable,5,11.95
1552869,2020-02-02,"Moldova, Republic of",wireless mouse,6,25.99
1552867,2020-02-02,Portugal,charging cable,4,11.95
1552865,2020-02-02,Bouvet Island,wireless mouse,15,25.99
1552298,2020-02-02,Grenada,mouse pad,4,5.99
1551884,2020-02-02,Haiti,notebook,14,4.99
1552890,2020-02-02,Mauritania,charging cable,7,11.95
1552249,2020-02-02,French Southern Territories,laptop,8,900.0
1552344,2020-02-02,Rwanda,AA batteries (4-pack),12,3.99
1551920,2020-02-02,Burkina Faso,AA batteries (4-pack),13,3.99
1552721,2020-02-02,Cocos (Keeling) Islands,eraser,2,0.49
1552727,2020-02-02,Fiji,laptop,7,900.0
1552794,2020-02-02,United States,laptop,1,900.0
1553207,2020-02-02,Gibraltar,mouse pad,7,5.99
1552137,2020-02-02,United States,mouse pad,8,5.99
1552976,2020-02-02,Bahamas,mouse pad,9,5.99
1552012,2020-02-02,Nigeria,charging cable,8,11.95
1552025,2020-02-02,Netherlands,charging cable,8,11.95
1552648,2020-02-02,Kiribati,AA batteries (4-pack),8,3.99
1551893,2020-02-02,Grenada,notebook,9,4.99
1552348,2020-02-02,Chile,charging cable,3,11.95
1552147,2020-02-02,"Korea, Democratic People's Republic of",notebook,14,4.99
1552190,2020-02-02,United Kingdom,pencil,5,0.99
1552780,2020-02-02,Pitcairn,pen,3,1.25
1552204,2020-02-02,Zimbabwe,notebook,4,4.99
1553208,2020-02-02,Gibraltar,pen,6,1.25
1553234,2020-02-02,Saint Barthélemy,notebook,13,4.99
1552238,2020-02-02,Dominican Republic,mouse pad,14,5.99
1552222,2020-02-02,Zimbabwe,charging cable,7,11.95
1551890,2020-02-02,Tajikistan,wireless mouse,15,25.99
1552560,2020-02-02,Botswana,pen,15,1.25
1552232,2020-02-02,Vanuatu,laptop,14,900.0
1552045,2020-02-02,Lithuania,laptop,9,900.0
1552772,2020-02-02,Saint Kitts and Nevis,wireless mouse,1,25.99
1552801,2020-02-02,Madagascar,mouse pad,7,5.99
1553210,2020-02-02,French Polynesia,eraser,2,0.49
1552080,2020-02-02,Haiti,pencil,6,0.99
1552326,2020-02-03,"Virgin Islands, U.S.",pen,1,1.25
1552339,2020-02-03,Western Sahara,ruler,10,3.99
1552327,2020-02-03,Suriname,laptop,4,900.0
1552321,2020-02-03,Tuvalu,wireless mouse,9,25.99
1552070,2020-02-03,,pencil,6,0.99
1552239,2020-02-03,Iceland,laptop,12,900.0
1552043,2020-02-03,Nicaragua,wireless mouse,12,25.99
1552159,2020-02-03,"Korea, Republic of",eraser,12,0.49
1552165,2020-02-03,"Moldova, Republic of",laptop,4,900.0
1552175,2020-02-03,South Georgia and the South Sandwich Islands,headphones,11,99.99
1553172,2020-02-03,Hungary,laptop,12,900.0
1553239,2020-02-03,"Moldova, Republic of",laptop,13,900.0
1553143,2020-02-03,Tunisia,charging cable,1,11.95
1553229,2020-02-03,Iceland,laptop,14,900.0
1552074,2020-02-03,"Iran, Islamic Republic of",pen,15,1.25
1552320,2020-02-03,Armenia,ruler,9,3.99
1552102,2020-02-03,Andorra,mouse pad,10,5.99
1551958,2020-02-03,Saint Martin (French part),pencil,9,0.99
1551941,2020-02-03,Belgium,mouse pad,4,5.99
1553022,2020-02-03,Kazakhstan,laptop,1,900.0
1552591,2020-02-03,Faroe Islands,notebook,1,4.99
1552606,2020-02-03,Anguilla,AA batteries (4-pack),3,3.99
1552781,2020-02-03,"Moldova, Republic of",notebook,5,4.99
1552609,2020-02-03,Sao Tome and Principe,pencil,11,0.99
1552995,2020-02-03,Czechia,charging cable,4,11.95
1552990,2020-02-03,New Zealand,headphones,5,99.99
1552983,2020-02-03,Mongolia,wireless mouse,8,25.99
1552981,2020-02-03,"Congo, The Democratic Republic of the",charging cable,8,11.95
1552661,2020-02-03,Turkmenistan,charging cable,11,11.95
1552665,2020-02-03,New Zealand,mouse pad,12,5.99
1552674,2020-02-03,Mauritania,eraser,4,0.49
1552712,2020-02-03,Eswatini,notebook,13,4.99
1552953,2020-02-03,Falkland Islands (Malvinas),pencil,6,0.99
1551910,2020-02-03,"Virgin Islands, U.S.",wireless mouse,11,25.99
1552736,2020-02-03,Thailand,notebook,2,4.99
1551906,2020-02-03,Belarus,charging cable,4,11.95
1551896,2020-02-03,"Moldova, Republic of",mouse pad,15,5.99
1551894,2020-02-03,Antarctica,mouse pad,15,5.99
1552750,2020-02-03,Ethiopia,headphones,4,99.99
1553038,2020-02-03,"Korea, Democratic People's Republic of",headphones,14,99.99
1553120,2020-02-03,San Marino,headphones,15,99.99
1551865,2020-02-03,Djibouti,pen,1,1.25
1553118,2020-02-03,El Salvador,laptop,13,900.0
1552386,2020-02-03,India,mouse pad,11,5.99
1551878,2020-02-03,Cocos (Keeling) Islands,laptop,13,900.0
1552913,2020-02-03,Guyana,pen,1,1.25
1553302,2020-02-03,Gambia,wireless mouse,3,25.99
1552537,2020-02-03,Gambia,laptop,12,900.0
1553073,2020-02-03,South Georgia and the South Sandwich Islands,charging cable,7,11.95
1552062,2020-02-03,Tuvalu,headphones,7,99.99
1552511,2020-02-03,Haiti,pencil,1,0.99
1552523,2020-02-03,Morocco,pencil,7,0.99
1553039,2020-02-03,Peru,headphones,8,99.99
1553297,2020-02-03,South Sudan,mouse pad,10,5.99
1552498,2020-02-03,Australia,mouse pad,11,5.99
1552099,2020-02-04,Uzbekistan,headphones,10,99.99
1552760,2020-02-04,Svalbard and Jan Mayen,pen,3,1.25
1552797,2020-02-04,Jordan,AA batteries (4-pack),15,3.99
1552796,2020-02-04,Mongolia,mouse pad,6,5.99
1552103,2020-02-04,Congo,laptop,15,900.0
1552806,2020-02-04,Antarctica,mouse pad,1,5.99
1552876,2020-02-04,Marshall Islands,eraser,9,0.49
1553206,2020-02-04,North Macedonia,charging cable,6,11.95
1553196,2020-02-04,Holy See (Vatican City State),eraser,11,0.49
1552332,2020-02-04,Kiribati,laptop,12,900.0
1552633,2020-02-04,Isle of Man,laptop,2,900.0
1552179,2020-02-04,Suriname,headphones,4,99.99
1552366,2020-02-04,Jersey,charging cable,7,11.95
1552410,2020-02-04,Equatorial Guinea,pencil,11,0.99
1552425,2020-02-04,Bahrain,notebook,11,4.99
1552437,2020-02-04,Saint Barthélemy,ruler,2,3.99
1552314,2020-02-04,Ghana,mouse pad,10,5.99
1553087,2020-02-04,United States Minor Outlying Islands,charging cable,15,11.95
1553080,2020-02-04,Hong Kong,wireless mouse,2,25.99
1553142,2020-02-04,Jersey,charging cable,3,11.95
1552530,2020-02-04,"Bonaire, Sint Eustatius and Saba",mouse pad,10,5.99
1552550,2020-02-04,San Marino,pen,14,1.25
1553029,2020-02-04,Jordan,wireless mouse,14,25.99
1552557,2020-02-04,United States Minor Outlying Islands,laptop,4,900.0
1552207,2020-02-04,Zimbabwe,notebook,6,4.99
1552629,2020-02-04,Brazil,pen,7,1.25
1552357,2020-02-04,Latvia,wireless mouse,10,25.99
1552947,2020-02-04,Monaco,wireless mouse,6,25.99
1553224,2020-02-04,Bahrain,headphones,11,99.99
1552884,2020-02-04,Qatar,charging cable,1,11.95
1551928,2020-02-04,Mali,pen,8,1.25
1551932,2020-02-04,Brazil,charging cable,3,11.95
1551999,2020-02-04,Serbia,laptop,4,900.0
1551931,2020-02-04,Barbados,laptop,10,900.0
1552004,2020-02-04,Oman,headphones,7,99.99
1553280,2020-02-04,Malta,wireless mouse,12,25.99
1553292,2020-02-04,Syrian Arab Republic,pen,2,1.25
1552007,2020-02-04,Germany,wireless mouse,8,25.99
1552055,2020-02-04,Burkina Faso,laptop,7,900.0
1551914,2020-02-04,Iceland,wireless mouse,10,25.99
1552651,2020-02-05,Serbia,eraser,7,0.49
1552654,2020-02-05,Papua New Guinea,charging cable,11,11.95
1552659,2020-02-05,Bahrain,headphones,10,99.99
1552143,2020-02-05,Chile,AA batteries (4-pack),2,3.99
1552121,2020-02-05,North Macedonia,mouse pad,2,5.99
1552862,2020-02-05,Morocco,headphones,3,99.99
1552664,2020-02-05,Bahrain,charging cable,15,11.95
1552975,2020-02-05,Kyrgyzstan,headphones,12,99.99
1553202,2020-02-05,"Bonaire, Sint Eustatius and Saba",eraser,7,0.49
1552432,2020-02-05,Nigeria,AA batteries (4-pack),7,3.99
1552431,2020-02-05,Cabo Verde,laptop,13,900.0
1551915,2020-02-05,Azerbaijan,headphones,13,99.99
1552987,2020-02-05,Ethiopia,pencil,4,0.99
1553313,2020-02-05,Martinique,mouse pad,3,5.99
1552393,2020-02-05,Mali,notebook,13,4.99
1552013,2020-02-05,Sao Tome and Principe,headphones,15,99.99
1552938,2020-02-05,Cameroon,wireless mouse,5,25.99
1552210,2020-02-05,Turkey,wireless mouse,15,25.99
1552206,2020-02-05,Malta,ruler,6,3.99
1552266,2020-02-05,Gibraltar,notebook,6,4.99
1552267,2020-02-05,Kiribati,mouse pad,5,5.99
1552197,2020-02-05,Cameroon,headphones,5,99.99
1552691,2020-02-05,New Zealand,laptop,9,900.0
1552291,2020-02-05,Western Sahara,charging cable,11,11.95
1552813,2020-02-05,Guatemala,headphones,1,99.99
1552023,2020-02-05,Finland,charging cable,2,11.95
1552345,2020-02-05,Christmas Island,laptop,13,900.0
1551883,2020-02-05,Liechtenstein,headphones,6,99.99
1552909,2020-02-05,"Saint Helena, Ascension and Tristan da Cunha",wireless mouse,9,25.99
1552908,2020-02-05,Martinique,eraser,13,0.49
1552476,2020-02-05,French Southern Territories,wireless mouse,14,25.99
1552000,2020-02-05,Malawi,laptop,12,900.0
1552701,2020-02-05,Wallis and Futuna,laptop,10,900.0
1552788,2020-02-05,"Moldova, Republic of",AA batteries (4-pack),11,3.99
1552534,2020-02-05,Northern Mariana Islands,pencil,11,0.99
1551945,2020-02-05,Lao People's Democratic Republic,mouse pad,8,5.99
1552566,2020-02-05,Comoros,notebook,15,4.99
1552531,2020-02-05,Guatemala,wireless mouse,3,25.99
1553226,2020-02-05,Cocos (Keeling) Islands,wireless mouse,12,25.99
1552547,2020-02-05,France,headphones,6,99.99
1553220,2020-02-05,Malawi,pencil,7,0.99
1552574,2020-02-05,Vanuatu,ruler,13,3.99
1552515,2020-02-05,Chad,laptop,1,900.0
1552513,2020-02-05,Vanuatu,laptop,5,900.0
1552512,2020-02-05,Sierra Leone,pen,11,1.25
1553027,2020-02-05,Malawi,pen,13,1.25
1552520,2020-02-05,,charging cable,5,11.95
1552064,2020-02-05,Liechtenstein,laptop,15,900.0
1553016,2020-02-05,Uganda,notebook,7,4.99
1551935,2020-02-05,Andorra,wireless mouse,13,25.99
1552500,2020-02-05,Cayman Islands,laptop,9,900.0
1553107,2020-02-06,Jamaica,eraser,6,0.49
1553130,2020-02-06,"Bonaire, Sint Eustatius and Saba",mouse pad,10,5.99
1552962,2020-02-06,"Virgin Islands, U.S.",notebook,2,4.99
1552002,2020-02-06,Luxembourg,mouse pad,14,5.99
1553179,2020-02-06,"Congo, The Democratic Republic of the",notebook,14,4.99
1552202,2020-02-06,Holy See (Vatican City State),laptop,7,900.0
1553106,2020-02-06,Seychelles,mouse pad,13,5.99
1553012,2020-02-06,Macao,charging cable,13,11.95
1552308,2020-02-06,Kuwait,AA batteries (4-pack),10,3.99
1552601,2020-02-06,Netherlands,laptop,13,900.0
1552398,2020-02-06,Timor-Leste,laptop,4,900.0
1552593,2020-02-06,Botswana,wireless mouse,15,25.99
1553115,2020-02-06,Peru,eraser,2,0.49
1551990,2020-02-06,Lao People's Democratic Republic,wireless mouse,5,25.99
1552027,2020-02-06,Palau,charging cable,5,11.95
1552710,2020-02-06,Northern Mariana Islands,mouse pad,5,5.99
1551981,2020-02-06,Niger,mouse pad,2,5.99
1552835,2020-02-06,Lebanon,wireless mouse,3,25.99
1552723,2020-02-06,Canada,laptop,9,900.0
1552817,2020-02-06,"Iran, Islamic Republic of",charging cable,11,11.95
1552733,2020-02-06,United States Minor Outlying Islands,laptop,6,900.0
1552352,2020-02-06,Israel,AA batteries (4-pack),1,3.99
1552169,2020-02-06,Samoa,notebook,14,4.99
1553173,2020-02-06,Turkmenistan,eraser,2,0.49
1552351,2020-02-06,Chile,headphones,3,99.99
1553124,2020-02-06,Malta,pen,5,1.25
1552808,2020-02-06,Sint Maarten (Dutch part),headphones,9,99.99
1551905,2020-02-06,Lithuania,charging cable,9,11.95
1552970,2020-02-06,"Taiwan, Province of China",mouse pad,4,5.99
1552408,2020-02-06,Japan,pencil,6,0.99
1553283,2020-02-06,"Saint Helena, Ascension and Tristan da Cunha",charging cable,11,11.95
1552188,2020-02-06,Ghana,laptop,4,900.0
1552853,2020-02-06,Indonesia,eraser,6,0.49
1552779,2020-02-06,Hong Kong,laptop,7,900.0
1552586,2020-02-06,French Southern Territories,laptop,14,900.0
1552462,2020-02-06,Algeria,charging cable,10,11.95
1552212,2020-02-06,Armenia,mouse pad,5,5.99
1552610,2020-02-06,,AA batteries (4-pack),1,3.99
1552784,2020-02-06,Bulgaria,mouse pad,8,5.99
1552473,2020-02-06,Eswatini,wireless mouse,13,25.99
1552236,2020-02-06,Djibouti,wireless mouse,13,25.99
1552105,2020-02-06,Mali,wireless mouse,5,25.99
1552991,2020-02-06,,charging cable,2,11.95
1552039,2020-02-06,Wallis and Futuna,pencil,14,0.99
1552042,2020-02-06,Norway,laptop,14,900.0
1552846,2020-02-06,Luxembourg,wireless mouse,12,25.99
1552940,2020-02-06,Samoa,eraser,1,0.49
1553212,2020-02-06,Panama,mouse pad,14,5.99
1552434,2020-02-06,Colombia,wireless mouse,15,25.99
1552131,2020-02-06,Nigeria,AA batteries (4-pack),7,3.99
1553165,2020-02-06,Lao People's Democratic Republic,charging cable,4,11.95
1552524,2020-02-06,Monaco,pencil,2,0.99
1552571,2020-02-06,"Tanzania, United Republic of",wireless mouse,6,25.99
1553092,2020-02-06,"Virgin Islands, U.S.",pen,5,1.25
1553258,2020-02-06,Turkmenistan,pen,1,1.25
1552785,2020-02-06,Kyrgyzstan,charging cable,15,11.95
1551870,2020-02-06,Turkey,eraser,11,0.49
1552973,2020-02-06,Liechtenstein,notebook,13,4.99
1552234,2020-02-07,Singapore,charging cable,15,11.95
1552768,2020-02-07,"Saint Helena, Ascension and Tristan da Cunha",AA batteries (4-pack),6,3.99
1552748,2020-02-07,Luxembourg,eraser,1,0.49
1552754,2020-02-07,Guernsey,wireless mouse,8,25.99
1552941,2020-02-07,Pakistan,pen,12,1.25
1552257,2020-02-07,Somalia,pen,13,1.25
1553136,2020-02-07,Uruguay,charging cable,10,11.95
1552294,2020-02-07,Barbados,AA batteries (4-pack),1,3.99
1552242,2020-02-07,South Sudan,laptop,1,900.0
1552564,2020-02-07,Malawi,ruler,7,3.99
1552003,2020-02-07,Timor-Leste,pen,5,1.25
1552256,2020-02-07,Suriname,laptop,15,900.0
1552590,2020-02-07,Suriname,charging cable,11,11.95
