OrderID,OrderDate,Country,Product,QuantityOrdered,Price,Sales,Month,Day,Year
1553176,2020-02-24,Martinique,mouse pad,11,5.99,65.89,2,24,2020
1551934,2020-02-24,"Palestine, State of",notebook,15,4.99,74.85000000000001,2,24,2020
1552046,2020-02-24,Guadeloupe,eraser,2,0.49,0.98,2,24,2020
1551886,2020-02-24,Sudan,ruler,13,3.99,51.870000000000005,2,24,2020
1552910,2020-02-24,Mauritania,headphones,11,99.99,1099.8899999999999,2,24,2020
1552505,2020-02-24,France,headphones,5,99.99,499.95,2,24,2020
1552516,2020-02-24,Albania,laptop,4,900.0,3600.0,2,24,2020
1552842,2020-02-24,Benin,mouse pad,15,5.99,89.85000000000001,2,24,2020
1552464,2020-02-24,Faroe Islands,eraser,8,0.49,3.92,2,24,2020
1552146,2020-02-24,Trinidad and Tobago,charging cable,13,11.95,155.35,2,24,2020
1552826,2020-02-24,Bahamas,pencil,9,0.99,8.91,2,24,2020
1553054,2020-02-24,"Korea, Democratic People's Republic of",headphones,6,99.99,599.9399999999999,2,24,2020
1552119,2020-02-24,Lithuania,laptop,1,900.0,900.0,2,24,2020
1552438,2020-02-24,Canada,wireless mouse,4,25.99,103.96,2,24,2020
1552935,2020-02-24,Liberia,pencil,12,0.99,11.879999999999999,2,24,2020
1552790,2020-02-24,Kenya,mouse pad,8,5.99,47.92,2,24,2020
1552095,2020-02-24,Central African Republic,laptop,6,900.0,5400.0,2,24,2020
1551922,2020-02-24,Réunion,headphones,1,99.99,99.99,2,24,2020
1552532,2020-02-24,Mexico,charging cable,9,11.95,107.55,2,24,2020
1552587,2020-02-24,Germany,mouse pad,9,5.99,53.910000000000004,2,24,2020
1553113,2020-02-24,Italy,charging cable,9,11.95,107.55,2,24,2020
1553233,2020-02-25,Gabon,AA batteries (4-pack),8,3.99,31.92,2,25,2020
1552094,2020-02-25,China,mouse pad,9,5.99,53.910000000000004,2,25,2020
1552614,2020-02-25,Iraq,laptop,14,900.0,12600.0,2,25,2020
1552047,2020-02-25,American Samoa,pencil,1,0.99,0.99,2,25,2020
1553010,2020-02-25,Israel,AA batteries (4-pack),6,3.99,23.94,2,25,2020
1551908,2020-02-25,Luxembourg,AA batteries (4-pack),1,3.99,3.99,2,25,2020
1552565,2020-02-25,Zambia,mouse pad,4,5.99,23.96,2,25,2020
1553007,2020-02-25,Chad,wireless mouse,14,25.99,363.85999999999996,2,25,2020
1553064,2020-02-25,Nauru,charging cable,10,11.95,119.5,2,25,2020
1552510,2020-02-25,Andorra,wireless mouse,7,25.99,181.92999999999998,2,25,2020
1553194,2020-02-25,Eswatini,wireless mouse,11,25.99,285.89,2,25,2020
1552825,2020-02-25,Algeria,eraser,4,0.49,1.96,2,25,2020
1552457,2020-02-25,Indonesia,notebook,5,4.99,24.950000000000003,2,25,2020
1552149,2020-02-25,Algeria,wireless mouse,15,25.99,389.84999999999997,2,25,2020
1553294,2020-02-25,Myanmar,headphones,8,99.99,799.92,2,25,2020
1551903,2020-02-25,Mongolia,mouse pad,4,5.99,23.96,2,25,2020
1552999,2020-02-25,Zimbabwe,mouse pad,13,5.99,77.87,2,25,2020
1553075,2020-02-25,Jersey,pencil,4,0.99,3.96,2,25,2020
1553186,2020-02-25,,ruler,14,3.99,55.86,2,25,2020
1551917,2020-02-25,Andorra,laptop,15,900.0,13500.0,2,25,2020
1551954,2020-02-25,Algeria,laptop,6,900.0,5400.0,2,25,2020
1552984,2020-02-25,"Palestine, State of",laptop,5,900.0,4500.0,2,25,2020
1552777,2020-02-25,Mauritius,laptop,7,900.0,6300.0,2,25,2020
1552429,2020-02-25,Uganda,laptop,7,900.0,6300.0,2,25,2020
1552279,2020-02-25,Papua New Guinea,mouse pad,12,5.99,71.88,2,25,2020
1553089,2020-02-25,Ireland,mouse pad,11,5.99,65.89,2,25,2020
1552390,2020-02-25,Ghana,charging cable,5,11.95,59.75,2,25,2020
1552854,2020-02-25,Finland,charging cable,2,11.95,23.9,2,25,2020
1553100,2020-02-25,"Bolivia, Plurinational State of",notebook,13,4.99,64.87,2,25,2020
1553086,2020-02-25,"Iran, Islamic Republic of",eraser,4,0.49,1.96,2,25,2020
1553131,2020-02-25,South Sudan,headphones,5,99.99,499.95,2,25,2020
1552900,2020-02-25,Saint Martin (French part),charging cable,11,11.95,131.45,2,25,2020
1553085,2020-02-25,Anguilla,notebook,4,4.99,19.96,2,25,2020
1551885,2020-02-25,Estonia,headphones,10,99.99,999.9,2,25,2020
1553200,2020-02-25,Benin,mouse pad,10,5.99,59.900000000000006,2,25,2020
1552945,2020-02-25,North Macedonia,laptop,5,900.0,4500.0,2,25,2020
1552196,2020-02-25,Timor-Leste,headphones,13,99.99,1299.87,2,25,2020
1552959,2020-02-25,Liechtenstein,wireless mouse,10,25.99,259.9,2,25,2020
1552690,2020-02-25,Canada,charging cable,6,11.95,71.69999999999999,2,25,2020
1552946,2020-02-25,Côte d'Ivoire,mouse pad,8,5.99,47.92,2,25,2020
1552855,2020-02-25,Japan,charging cable,11,11.95,131.45,2,25,2020
1553072,2020-02-26,Kuwait,charging cable,13,11.95,155.35,2,26,2020
1552542,2020-02-26,Yemen,wireless mouse,15,25.99,389.84999999999997,2,26,2020
1552916,2020-02-26,Brazil,AA batteries (4-pack),6,3.99,23.94,2,26,2020
1552475,2020-02-26,Costa Rica,headphones,8,99.99,799.92,2,26,2020
1552465,2020-02-26,Georgia,notebook,6,4.99,29.94,2,26,2020
1552526,2020-02-26,Estonia,headphones,4,99.99,399.96,2,26,2020
1553030,2020-02-26,"Bolivia, Plurinational State of",wireless mouse,13,25.99,337.87,2,26,2020
1552823,2020-02-26,Botswana,laptop,4,900.0,3600.0,2,26,2020
1552914,2020-02-26,United States Minor Outlying Islands,laptop,2,900.0,1800.0,2,26,2020
1552688,2020-02-26,Cambodia,mouse pad,8,5.99,47.92,2,26,2020
1552588,2020-02-26,Seychelles,laptop,8,900.0,7200.0,2,26,2020
1552503,2020-02-26,Nauru,pencil,11,0.99,10.89,2,26,2020
1552407,2020-02-26,"Taiwan, Province of China",charging cable,8,11.95,95.6,2,26,2020
1552635,2020-02-26,Nicaragua,eraser,4,0.49,1.96,2,26,2020
1553097,2020-02-26,Mexico,pencil,13,0.99,12.87,2,26,2020
1552487,2020-02-26,Wallis and Futuna,laptop,10,900.0,9000.0,2,26,2020
1552985,2020-02-26,Algeria,laptop,13,900.0,11700.0,2,26,2020
1552306,2020-02-26,Eritrea,laptop,12,900.0,10800.0,2,26,2020
1552375,2020-02-26,Andorra,mouse pad,15,5.99,89.85000000000001,2,26,2020
1553021,2020-02-26,Denmark,wireless mouse,15,25.99,389.84999999999997,2,26,2020
1552404,2020-02-26,Oman,laptop,13,900.0,11700.0,2,26,2020
1552092,2020-02-26,Sao Tome and Principe,notebook,14,4.99,69.86,2,26,2020
1553277,2020-02-26,Singapore,notebook,1,4.99,4.99,2,26,2020
1552972,2020-02-26,Philippines,pencil,9,0.99,8.91,2,26,2020
1552017,2020-02-26,Isle of Man,charging cable,14,11.95,167.29999999999998,2,26,2020
1551983,2020-02-26,Benin,laptop,1,900.0,900.0,2,26,2020
1553268,2020-02-26,Pakistan,wireless mouse,15,25.99,389.84999999999997,2,26,2020
1551995,2020-02-26,Armenia,pen,13,1.25,16.25,2,26,2020
1552168,2020-02-26,American Samoa,pen,2,1.25,2.5,2,26,2020
1551952,2020-02-26,Seychelles,mouse pad,9,5.99,53.910000000000004,2,26,2020
1552166,2020-02-26,Cyprus,headphones,11,99.99,1099.8899999999999,2,26,2020
1552295,2020-02-26,Iraq,headphones,5,99.99,499.95,2,26,2020
1552022,2020-02-26,Turkey,ruler,7,3.99,27.93,2,26,2020
1553182,2020-02-26,North Macedonia,laptop,12,900.0,10800.0,2,26,2020
1553184,2020-02-26,Russian Federation,laptop,8,900.0,7200.0,2,26,2020
1551912,2020-02-26,Estonia,pencil,1,0.99,0.99,2,26,2020
1552270,2020-02-26,Anguilla,headphones,5,99.99,499.95,2,26,2020
1553167,2020-02-26,Mongolia,pen,2,1.25,2.5,2,26,2020
1552265,2020-02-26,Switzerland,wireless mouse,1,25.99,25.99,2,26,2020
1552063,2020-02-26,,pencil,3,0.99,2.9699999999999998,2,26,2020
1552067,2020-02-26,"Virgin Islands, U.S.",mouse pad,7,5.99,41.93,2,26,2020
1552264,2020-02-26,Sint Maarten (Dutch part),laptop,3,900.0,2700.0,2,26,2020
1553265,2020-02-26,Lebanon,headphones,13,99.99,1299.87,2,26,2020
1552709,2020-02-26,Puerto Rico,pencil,3,0.99,2.9699999999999998,2,26,2020
1552642,2020-02-26,Western Sahara,laptop,4,900.0,3600.0,2,26,2020
1552988,2020-02-27,Sri Lanka,laptop,12,900.0,10800.0,2,27,2020
1552592,2020-02-27,Thailand,AA batteries (4-pack),4,3.99,15.96,2,27,2020
1553219,2020-02-27,Heard Island and McDonald Islands,laptop,9,900.0,8100.0,2,27,2020
1552689,2020-02-27,Mauritius,pencil,11,0.99,10.89,2,27,2020
1552697,2020-02-27,Romania,headphones,11,99.99,1099.8899999999999,2,27,2020
1553282,2020-02-27,Costa Rica,headphones,13,99.99,1299.87,2,27,2020
1552106,2020-02-27,"Korea, Republic of",mouse pad,6,5.99,35.94,2,27,2020
1552178,2020-02-27,United Kingdom,laptop,2,900.0,1800.0,2,27,2020
1553171,2020-02-27,Ethiopia,laptop,15,900.0,13500.0,2,27,2020
1552173,2020-02-27,Samoa,pen,12,1.25,15.0,2,27,2020
1552832,2020-02-27,Mexico,mouse pad,9,5.99,53.910000000000004,2,27,2020
1551868,2020-02-27,Djibouti,wireless mouse,10,25.99,259.9,2,27,2020
1552594,2020-02-27,Panama,mouse pad,12,5.99,71.88,2,27,2020
1552461,2020-02-27,Ethiopia,headphones,10,99.99,999.9,2,27,2020
1553111,2020-02-27,Guadeloupe,notebook,13,4.99,64.87,2,27,2020
1552247,2020-02-27,Montenegro,headphones,3,99.99,299.96999999999997,2,27,2020
1552820,2020-02-27,Heard Island and McDonald Islands,wireless mouse,14,25.99,363.85999999999996,2,27,2020
1552848,2020-02-27,British Indian Ocean Territory,wireless mouse,9,25.99,233.91,2,27,2020
1552885,2020-02-27,Pakistan,ruler,15,3.99,59.85,2,27,2020
1552474,2020-02-27,Ethiopia,mouse pad,5,5.99,29.950000000000003,2,27,2020
1552289,2020-02-27,Turks and Caicos Islands,wireless mouse,1,25.99,25.99,2,27,2020
1552134,2020-02-27,Montenegro,laptop,4,900.0,3600.0,2,27,2020
1552864,2020-02-27,Christmas Island,notebook,4,4.99,19.96,2,27,2020
1552803,2020-02-27,Italy,pencil,14,0.99,13.86,2,27,2020
1552449,2020-02-27,Fiji,mouse pad,14,5.99,83.86,2,27,2020
1553300,2020-02-27,Dominican Republic,headphones,6,99.99,599.9399999999999,2,27,2020
1551918,2020-02-27,Senegal,notebook,2,4.99,9.98,2,27,2020
1552355,2020-02-27,Armenia,charging cable,13,11.95,155.35,2,27,2020
1552611,2020-02-27,Ukraine,wireless mouse,13,25.99,337.87,2,27,2020
1552086,2020-02-27,Myanmar,AA batteries (4-pack),6,3.99,23.94,2,27,2020
1551988,2020-02-27,Mexico,mouse pad,6,5.99,35.94,2,27,2020
1551939,2020-02-27,New Zealand,mouse pad,13,5.99,77.87,2,27,2020
1552698,2020-02-27,Turkey,wireless mouse,6,25.99,155.94,2,27,2020
1553205,2020-02-27,El Salvador,eraser,3,0.49,1.47,2,27,2020
1552716,2020-02-27,France,wireless mouse,12,25.99,311.88,2,27,2020
1552786,2020-02-27,Tuvalu,headphones,6,99.99,599.9399999999999,2,27,2020
1552791,2020-02-27,"Tanzania, United Republic of",AA batteries (4-pack),5,3.99,19.950000000000003,2,27,2020
1552111,2020-02-27,Chile,AA batteries (4-pack),5,3.99,19.950000000000003,2,27,2020
1553267,2020-02-27,Pakistan,pencil,12,0.99,11.879999999999999,2,27,2020
1552114,2020-02-27,Germany,headphones,12,99.99,1199.8799999999999,2,27,2020
1552504,2020-02-27,Romania,pen,8,1.25,10.0,2,27,2020
1553040,2020-02-27,Kyrgyzstan,mouse pad,5,5.99,29.950000000000003,2,27,2020
1552083,2020-02-27,Thailand,ruler,6,3.99,23.94,2,27,2020
1553274,2020-02-27,Gibraltar,mouse pad,4,5.99,23.96,2,27,2020
1552051,2020-02-27,Egypt,eraser,10,0.49,4.9,2,27,2020
1553004,2020-02-27,Qatar,pen,9,1.25,11.25,2,27,2020
1552615,2020-02-27,Chad,charging cable,6,11.95,71.69999999999999,2,27,2020
1552666,2020-02-27,Jordan,headphones,6,99.99,599.9399999999999,2,27,2020
1553005,2020-02-27,Malta,notebook,8,4.99,39.92,2,27,2020
1552998,2020-02-27,Niue,wireless mouse,5,25.99,129.95,2,27,2020
1552761,2020-02-27,China,eraser,2,0.49,0.98,2,27,2020
1552570,2020-02-27,Rwanda,laptop,13,900.0,11700.0,2,27,2020
1552071,2020-02-27,Paraguay,wireless mouse,5,25.99,129.95,2,27,2020
1553000,2020-02-27,Curaçao,charging cable,2,11.95,23.9,2,27,2020
1552451,2020-02-28,Cabo Verde,wireless mouse,5,25.99,129.95,2,28,2020
1552544,2020-02-28,Belgium,AA batteries (4-pack),5,3.99,19.950000000000003,2,28,2020
1552494,2020-02-28,Botswana,laptop,10,900.0,9000.0,2,28,2020
1552486,2020-02-28,Niue,pencil,2,0.99,1.98,2,28,2020
1553058,2020-02-28,Tunisia,headphones,6,99.99,599.9399999999999,2,28,2020
1552795,2020-02-28,Guernsey,wireless mouse,1,25.99,25.99,2,28,2020
1552521,2020-02-28,Switzerland,pen,5,1.25,6.25,2,28,2020
1552144,2020-02-28,Djibouti,mouse pad,12,5.99,71.88,2,28,2020
1552922,2020-02-28,Czechia,headphones,7,99.99,699.93,2,28,2020
1553078,2020-02-28,Qatar,notebook,14,4.99,69.86,2,28,2020
1552802,2020-02-28,Syrian Arab Republic,mouse pad,12,5.99,71.88,2,28,2020
1552573,2020-02-28,American Samoa,mouse pad,2,5.99,11.98,2,28,2020
1553169,2020-02-28,Oman,notebook,14,4.99,69.86,2,28,2020
1552949,2020-02-28,Montserrat,AA batteries (4-pack),14,3.99,55.86,2,28,2020
1552065,2020-02-28,Iraq,charging cable,5,11.95,59.75,2,28,2020
1552215,2020-02-28,United States Minor Outlying Islands,wireless mouse,11,25.99,285.89,2,28,2020
1552430,2020-02-28,Tonga,wireless mouse,3,25.99,77.97,2,28,2020
1552054,2020-02-28,Falkland Islands (Malvinas),mouse pad,3,5.99,17.97,2,28,2020
1552858,2020-02-28,United States,AA batteries (4-pack),7,3.99,27.93,2,28,2020
1552044,2020-02-28,Madagascar,headphones,8,99.99,799.92,2,28,2020
1551881,2020-02-28,Guam,wireless mouse,7,25.99,181.92999999999998,2,28,2020
1552996,2020-02-28,Myanmar,mouse pad,15,5.99,89.85000000000001,2,28,2020
1552776,2020-02-28,Ireland,AA batteries (4-pack),5,3.99,19.950000000000003,2,28,2020
1552720,2020-02-28,Kyrgyzstan,ruler,14,3.99,55.86,2,28,2020
1553144,2020-02-28,Egypt,headphones,13,99.99,1299.87,2,28,2020
1553102,2020-02-28,Sierra Leone,headphones,4,99.99,399.96,2,28,2020
1552263,2020-02-28,Åland Islands,laptop,14,900.0,12600.0,2,28,2020
1552030,2020-02-28,Cambodia,laptop,14,900.0,12600.0,2,28,2020
1552400,2020-02-28,Mongolia,headphones,3,99.99,299.96999999999997,2,28,2020
1552381,2020-02-28,Tonga,mouse pad,7,5.99,41.93,2,28,2020
1552120,2020-02-28,"Micronesia, Federated States of",wireless mouse,5,25.99,129.95,2,28,2020
1551869,2020-02-28,Libya,headphones,5,99.99,499.95,2,28,2020
1552778,2020-02-28,Italy,notebook,15,4.99,74.85000000000001,2,28,2020
1552706,2020-02-28,Armenia,pencil,10,0.99,9.9,2,28,2020
1552245,2020-02-28,Western Sahara,mouse pad,9,5.99,53.910000000000004,2,28,2020
1553311,2020-02-28,Fiji,wireless mouse,12,25.99,311.88,2,28,2020
1551976,2020-02-28,Suriname,wireless mouse,5,25.99,129.95,2,28,2020
1551957,2020-02-28,Saudi Arabia,pen,2,1.25,2.5,2,28,2020
1551960,2020-02-28,Libya,laptop,4,900.0,3600.0,2,28,2020
1553263,2020-02-28,"Tanzania, United Republic of",charging cable,3,11.95,35.849999999999994,2,28,2020
1552330,2020-02-28,Mayotte,notebook,2,4.99,9.98,2,28,2020
1551970,2020-02-28,Colombia,headphones,15,99.99,1499.85,2,28,2020
1552091,2020-02-28,United States Minor Outlying Islands,laptop,14,900.0,12600.0,2,28,2020
1551972,2020-02-28,Bahamas,charging cable,3,11.95,35.849999999999994,2,28,2020
1552713,2020-02-28,Barbados,laptop,13,900.0,11700.0,2,28,2020
1553082,2020-02-29,"Bolivia, Plurinational State of",laptop,14,900.0,12600.0,2,29,2020
1552740,2020-02-29,Algeria,eraser,14,0.49,6.859999999999999,2,29,2020
1552192,2020-02-29,Antarctica,laptop,4,900.0,3600.0,2,29,2020
1552164,2020-02-29,Anguilla,mouse pad,1,5.99,5.99,2,29,2020
1552726,2020-02-29,Mongolia,eraser,13,0.49,6.37,2,29,2020
1553015,2020-02-29,South Georgia and the South Sandwich Islands,pencil,1,0.99,0.99,2,29,2020
1551882,2020-02-29,Italy,laptop,7,900.0,6300.0,2,29,2020
1551888,2020-02-29,Zambia,mouse pad,12,5.99,71.88,2,29,2020
1552843,2020-02-29,Malta,ruler,15,3.99,59.85,2,29,2020
1552936,2020-02-29,Zambia,wireless mouse,9,25.99,233.91,2,29,2020
1552882,2020-02-29,Tokelau,AA batteries (4-pack),12,3.99,47.88,2,29,2020
1551947,2020-02-29,Tuvalu,pen,2,1.25,2.5,2,29,2020
1551892,2020-02-29,Namibia,charging cable,4,11.95,47.8,2,29,2020
1551902,2020-02-29,Peru,pencil,3,0.99,2.9699999999999998,2,29,2020
1553272,2020-02-29,United States,headphones,2,99.99,199.98,2,29,2020
1552767,2020-02-29,Kuwait,charging cable,13,11.95,155.35,2,29,2020
1551927,2020-02-29,Uzbekistan,laptop,6,900.0,5400.0,2,29,2020
1552874,2020-02-29,Martinique,headphones,2,99.99,199.98,2,29,2020
1552937,2020-02-29,Gabon,laptop,6,900.0,5400.0,2,29,2020
1552433,2020-02-29,United Kingdom,ruler,15,3.99,59.85,2,29,2020
1552879,2020-02-29,Ireland,laptop,1,900.0,900.0,2,29,2020
1552205,2020-02-29,Algeria,headphones,3,99.99,299.96999999999997,2,29,2020
1552235,2020-02-29,Sudan,pencil,10,0.99,9.9,2,29,2020
1553162,2020-02-29,Saint Pierre and Miquelon,notebook,6,4.99,29.94,2,29,2020
1552989,2020-02-29,Seychelles,charging cable,12,11.95,143.39999999999998,2,29,2020
1552638,2020-02-29,Wallis and Futuna,ruler,10,3.99,39.900000000000006,2,29,2020
1552032,2020-02-29,South Georgia and the South Sandwich Islands,ruler,3,3.99,11.97,2,29,2020
1552731,2020-02-29,Latvia,headphones,3,99.99,299.96999999999997,2,29,2020
1553236,2020-02-29,Burkina Faso,pen,9,1.25,11.25,2,29,2020
1552302,2020-02-29,Slovenia,mouse pad,11,5.99,65.89,2,29,2020
1552662,2020-02-29,Ghana,mouse pad,13,5.99,77.87,2,29,2020
1552579,2020-02-29,Djibouti,laptop,1,900.0,900.0,2,29,2020
1553201,2020-02-29,Nigeria,charging cable,3,11.95,35.849999999999994,2,29,2020
1553049,2020-02-29,Bouvet Island,charging cable,15,11.95,179.25,2,29,2020
1552123,2020-02-29,Latvia,mouse pad,4,5.99,23.96,2,29,2020
1552470,2020-02-29,Burkina Faso,ruler,7,3.99,27.93,2,29,2020
1552608,2020-02-29,American Samoa,wireless mouse,15,25.99,389.84999999999997,2,29,2020
1552218,2020-02-29,Lebanon,charging cable,13,11.95,155.35,2,29,2020
1552087,2020-02-29,Russian Federation,laptop,10,900.0,9000.0,2,29,2020
1552016,2020-02-29,United Arab Emirates,eraser,5,0.49,2.45,2,29,2020
1552100,2020-02-29,Liechtenstein,mouse pad,14,5.99,83.86,2,29,2020
1551975,2020-02-29,Serbia,pencil,4,0.99,3.96,2,29,2020
1552227,2020-02-29,Niger,headphones,11,99.99,1099.8899999999999,2,29,2020
1553158,2020-02-29,Anguilla,headphones,5,99.99,499.95,2,29,2020
1552406,2020-02-29,Albania,laptop,7,900.0,6300.0,2,29,2020
1553154,2020-02-29,Fiji,charging cable,4,11.95,47.8,2,29,2020
1553161,2020-02-29,Greenland,charging cable,3,11.95,35.849999999999994,2,29,2020
1553140,2020-02-29,Togo,laptop,9,900.0,8100.0,2,29,2020
1552401,2020-02-29,Sierra Leone,notebook,9,4.99,44.910000000000004,2,29,2020
1552349,2020-02-29,Panama,laptop,8,900.0,7200.0,2,29,2020
1552156,2020-02-29,Curaçao,AA batteries (4-pack),7,3.99,27.93,2,29,2020
1553069,2020-02-29,Mali,eraser,10,0.49,4.9,2,29,2020
1553181,2020-02-29,Macao,eraser,14,0.49,6.859999999999999,2,29,2020
1552469,2020-02-29,Romania,pencil,1,0.99,0.99,2,29,2020
1553259,2020-02-29,Malaysia,ruler,7,3.99,27.93,2,29,2020
1552280,2020-02-29,Viet Nam,wireless mouse,10,25.99,259.9,2,29,2020
1551978,2020-02-29,Ethiopia,mouse pad,10,5.99,59.900000000000006,2,29,2020
1553435,2020-03-01,Togo,notebook,14,4.99,69.86,3,1,2020
1554028,2020-03-01,Faroe Islands,mouse pad,12,5.99,71.88,3,1,2020
1553488,2020-03-01,Kenya,laptop,11,900.0,9900.0,3,1,2020
1554153,2020-03-01,Estonia,headphones,7,99.99,699.93,3,1,2020
1553509,2020-03-01,Niue,mouse pad,12,5.99,71.88,3,1,2020
1553714,2020-03-01,Bouvet Island,wireless mouse,1,25.99,25.99,3,1,2020
1554601,2020-03-01,Turkmenistan,laptop,15,900.0,13500.0,3,1,2020
1554026,2020-03-01,Rwanda,charging cable,3,11.95,35.849999999999994,3,1,2020
1554457,2020-03-01,Liechtenstein,laptop,14,900.0,12600.0,3,1,2020
1554589,2020-03-01,Bouvet Island,AA batteries (4-pack),8,3.99,31.92,3,1,2020
1553782,2020-03-01,Bouvet Island,wireless mouse,1,25.99,25.99,3,1,2020
1554427,2020-03-01,Nicaragua,wireless mouse,10,25.99,259.9,3,1,2020
1553479,2020-03-01,Tunisia,pencil,8,0.99,7.92,3,1,2020
1554645,2020-03-01,Cook Islands,pencil,1,0.99,0.99,3,1,2020
1553799,2020-03-01,China,AA batteries (4-pack),5,3.99,19.950000000000003,3,1,2020
1553635,2020-03-01,United States,wireless mouse,4,25.99,103.96,3,1,2020
1553793,2020-03-01,Kenya,pencil,15,0.99,14.85,3,1,2020
1554312,2020-03-01,Dominica,mouse pad,13,5.99,77.87,3,1,2020
1553968,2020-03-01,Ghana,wireless mouse,2,25.99,51.98,3,1,2020
1553790,2020-03-01,Holy See (Vatican City State),mouse pad,9,5.99,53.910000000000004,3,1,2020
1553434,2020-03-01,Oman,mouse pad,9,5.99,53.910000000000004,3,1,2020
1553451,2020-03-01,Morocco,mouse pad,7,5.99,41.93,3,1,2020
1553510,2020-03-01,Saint Barthélemy,laptop,5,900.0,4500.0,3,1,2020
1553987,2020-03-01,Senegal,headphones,8,99.99,799.92,3,1,2020
1554197,2020-03-01,Monaco,charging cable,10,11.95,119.5,3,1,2020
1553389,2020-03-01,Bulgaria,eraser,10,0.49,4.9,3,1,2020
1554382,2020-03-01,Morocco,mouse pad,4,5.99,23.96,3,1,2020
1553617,2020-03-01,Oman,AA batteries (4-pack),11,3.99,43.89,3,1,2020
1553540,2020-03-01,Guernsey,eraser,14,0.49,6.859999999999999,3,1,2020
1554611,2020-03-01,Guam,laptop,9,900.0,8100.0,3,1,2020
1553478,2020-03-01,Grenada,wireless mouse,8,25.99,207.92,3,1,2020
1553477,2020-03-01,Canada,charging cable,9,11.95,107.55,3,1,2020
1554002,2020-03-01,Guernsey,laptop,9,900.0,8100.0,3,1,2020
1554359,2020-03-01,Isle of Man,wireless mouse,8,25.99,207.92,3,1,2020
1553862,2020-03-01,Thailand,charging cable,12,11.95,143.39999999999998,3,1,2020
1554090,2020-03-01,Georgia,wireless mouse,4,25.99,103.96,3,1,2020
1554124,2020-03-01,Cuba,laptop,14,900.0,12600.0,3,1,2020
1553995,2020-03-01,Cameroon,headphones,12,99.99,1199.8799999999999,3,1,2020
1554559,2020-03-01,Latvia,laptop,7,900.0,6300.0,3,1,2020
1553481,2020-03-01,Central African Republic,charging cable,12,11.95,143.39999999999998,3,1,2020
1554187,2020-03-01,Mali,AA batteries (4-pack),11,3.99,43.89,3,1,2020
1553415,2020-03-01,Kenya,laptop,10,900.0,9000.0,3,1,2020
1553930,2020-03-01,Hong Kong,headphones,7,99.99,699.93,3,1,2020
1553473,2020-03-01,Estonia,wireless mouse,9,25.99,233.91,3,1,2020
1553589,2020-03-01,Albania,laptop,9,900.0,8100.0,3,1,2020
1553552,2020-03-01,Guadeloupe,pencil,12,0.99,11.879999999999999,3,1,2020
1554259,2020-03-02,Albania,laptop,15,900.0,13500.0,3,2,2020
1553719,2020-03-02,Tajikistan,wireless mouse,3,25.99,77.97,3,2,2020
1553749,2020-03-02,Timor-Leste,mouse pad,15,5.99,89.85000000000001,3,2,2020
1554469,2020-03-02,Congo,mouse pad,5,5.99,29.950000000000003,3,2,2020
1554419,2020-03-02,British Indian Ocean Territory,charging cable,4,11.95,47.8,3,2,2020
1553456,2020-03-02,Anguilla,mouse pad,8,5.99,47.92,3,2,2020
1553804,2020-03-02,French Southern Territories,eraser,4,0.49,1.96,3,2,2020
1554381,2020-03-02,Réunion,pencil,7,0.99,6.93,3,2,2020
1554372,2020-03-02,France,charging cable,13,11.95,155.35,3,2,2020
1554370,2020-03-02,New Zealand,charging cable,2,11.95,23.9,3,2,2020
1554452,2020-03-02,Holy See (Vatican City State),eraser,12,0.49,5.88,3,2,2020
1553786,2020-03-02,Egypt,wireless mouse,3,25.99,77.97,3,2,2020
1553560,2020-03-02,Botswana,mouse pad,11,5.99,65.89,3,2,2020
1553375,2020-03-02,Belgium,AA batteries (4-pack),15,3.99,59.85,3,2,2020
1554582,2020-03-02,Bahamas,wireless mouse,4,25.99,103.96,3,2,2020
1554332,2020-03-02,San Marino,charging cable,11,11.95,131.45,3,2,2020
1554539,2020-03-02,Cuba,headphones,8,99.99,799.92,3,2,2020
1553395,2020-03-02,Uzbekistan,mouse pad,6,5.99,35.94,3,2,2020
1553499,2020-03-02,Central African Republic,mouse pad,6,5.99,35.94,3,2,2020
1553407,2020-03-02,China,laptop,3,900.0,2700.0,3,2,2020
1554550,2020-03-02,Zambia,mouse pad,3,5.99,17.97,3,2,2020
1553523,2020-03-02,Nepal,AA batteries (4-pack),10,3.99,39.900000000000006,3,2,2020
1554096,2020-03-02,Bhutan,notebook,15,4.99,74.85000000000001,3,2,2020
1554101,2020-03-02,United States,wireless mouse,9,25.99,233.91,3,2,2020
1554214,2020-03-02,Benin,mouse pad,9,5.99,53.910000000000004,3,2,2020
1553383,2020-03-02,Saint Barthélemy,AA batteries (4-pack),8,3.99,31.92,3,2,2020
1553458,2020-03-02,India,mouse pad,9,5.99,53.910000000000004,3,2,2020
1554355,2020-03-02,"Bonaire, Sint Eustatius and Saba",laptop,8,900.0,7200.0,3,2,2020
1553996,2020-03-02,Iceland,laptop,4,900.0,3600.0,3,2,2020
1553622,2020-03-02,Norway,eraser,6,0.49,2.94,3,2,2020
1553573,2020-03-02,Oman,mouse pad,5,5.99,29.950000000000003,3,2,2020
1553569,2020-03-02,British Indian Ocean Territory,headphones,9,99.99,899.91,3,2,2020
1554516,2020-03-02,Papua New Guinea,laptop,4,900.0,3600.0,3,2,2020
1554193,2020-03-02,,mouse pad,13,5.99,77.87,3,2,2020
